life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,under-five_deaths,polio,total_expenditure,diphtheria,hiv/aids,thinness_1-19_years,schooling,status_Developing
54.3,314.0,233,1.43,0.0,51.333333333333336,182485,16.9,329,6.0,3.14,6.0,2.0,11.5,11.081979927007296,1
53.5,323.0,232,1.44,0.0,51.33333333333334,44934,16.5,330,52.0,3.34,54.0,2.1,11.7,11.081979927007296,1
52.8,332.0,231,1.83,0.0,51.33333333333334,21956,16.1,331,47.0,3.2,41.0,2.2,11.9,11.081979927007296,1
52.1,341.0,229,1.85,0.0,51.33333333333334,30466,15.7,331,4.0,2.59,38.0,2.4,12.1,11.081979927007296,1
51.8,34.0,227,1.9,0.0,51.33333333333335,8072,15.3,332,3.0,2.67,3.0,2.4,12.2,11.081979927007296,1
51.3,346.0,226,1.98,0.0,51.33333333333335,8282,14.9,332,42.0,1.45,4.0,2.5,12.4,11.081979927007296,1
63.5,241.0,1,0.7639999999999999,0.0,84.0,47,35.0,1,84.0,7.070666666666667,84.0,2.1,5.6,6.3,1
63.0,252.0,1,0.38,24.73299655,78.0,0,34.4,1,78.0,1.57,78.0,2.1,5.6,6.3,1
62.7,256.0,1,0.53,229.4410095,82.0,28,33.8,2,82.0,9.14,82.0,2.1,5.6,6.3,1
62.2,263.0,1,0.52,217.21257859999997,81.0,709,33.2,2,81.0,8.95,81.0,1.9,5.6,6.3,1
61.8,268.0,1,0.39,20.35974738,87.0,49,32.7,2,87.0,8.71,87.0,2.7,5.6,5.9,1
61.3,273.0,1,0.44,187.49600969999997,88.0,7,32.2,2,88.0,8.84,88.0,3.1,5.6,5.5,1
69.0,279.0,1,0.49,177.26716069999998,89.0,48,31.7,2,89.0,8.37,89.0,3.2,5.7,5.3,1
62.0,289.0,1,0.49,171.7686449,88.0,143,31.3,2,89.0,8.5,89.0,3.3,5.7,5.0,1
59.8,296.0,1,0.45,20.86878709,25.0,24,3.9,2,88.0,7.72,88.0,3.5,5.8,4.5,1
59.1,39.0,2,1.02,121.4812077,78.0,49,3.6,2,72.0,7.5,72.0,3.7,5.8,4.3,1
58.6,318.0,2,1.23,12.70325933,78.0,298,3.2,2,71.0,7.21,71.0,3.9,5.9,4.0,1
58.1,326.0,2,1.18,106.0354659,78.0,71,29.8,2,64.0,6.76,64.0,4.0,6.0,3.7,1
58.0,325.0,2,1.02,94.13302875,78.0,37,29.4,2,68.0,6.22,68.0,4.2,6.1,3.5,1
57.9,322.0,2,1.03,13.46662004,78.0,50,29.0,2,62.0,5.45,62.0,4.3,6.2,3.3,1
57.7,323.0,2,0.95,92.4978948,78.0,79,28.6,2,49.0,5.37,53.0,4.3,6.3,2.9,1
57.4,325.0,2,1.34,91.95075901,78.0,183,28.2,2,46.0,5.75,46.0,4.1,6.4,2.9,1
73.9,152.0,6,6.030666666666666,0.0,81.0,0,58.9,7,87.0,4.681333333333334,85.0,0.3,3.3,13.2,1
73.6,154.0,6,5.92,1088.244952,89.0,0,57.9,7,9.0,4.38,91.0,0.3,3.3,13.2,1
73.4,157.0,6,5.93,97.52211538,8.0,0,56.8,7,82.0,4.12,83.0,0.3,3.3,13.2,1
72.1,174.0,6,5.93,857.1307037,74.0,0,55.8,7,85.0,4.26,85.0,0.4,3.3,13.1,1
73.1,16.0,6,5.91,843.7876994999999,8.0,2,54.7,7,84.0,4.22,84.0,0.7,3.3,13.0,1
72.7,166.0,6,6.02,664.5585242000001,83.0,0,53.6,8,85.0,4.6,88.0,0.9,3.3,12.9,1
73.6,157.0,6,6.05,587.8828227999999,8.0,0,52.6,8,85.0,4.41,82.0,1.2,3.4,12.9,1
73.3,161.0,6,6.12,49.09241952,81.0,0,51.5,8,86.0,4.2,82.0,1.4,3.4,12.8,1
72.9,164.0,6,6.05,74.8217488,81.0,0,5.4,8,86.0,4.34,85.0,1.6,3.4,12.7,1
72.3,178.0,7,6.2,352.9551269,84.0,0,49.3,8,88.0,4.34,89.0,1.8,3.5,12.6,1
69.7,28.0,7,5.71,289.7418649,87.0,0,48.2,8,86.0,4.26,87.0,2.0,3.5,12.6,1
69.3,214.0,7,5.16,182.61625149999998,82.0,0,47.2,8,66.0,4.28,79.0,2.1,3.6,12.5,1
73.0,22.0,7,6.32,293.0196601,79.0,0,46.1,8,65.0,5.53,79.0,2.3,3.6,12.4,1
71.4,189.0,7,6.43,4.67359227,63.0,0,45.1,8,74.0,5.79,82.0,2.4,3.7,12.3,1
71.2,188.0,7,6.13,340.02399449999996,66.0,113,44.1,9,71.0,5.59,72.0,2.5,3.8,12.3,1
72.0,176.0,7,6.58,44.79247812,68.0,253,43.1,9,71.0,5.9,78.0,2.5,3.8,12.2,1
76.2,118.0,6,3.8073333333333332,0.0,78.0,0,54.2,7,84.0,5.879999999999999,78.0,0.1,1.2,14.0,1
76.0,121.0,6,3.82,79.11626341,83.0,0,53.5,7,84.0,9.16,83.0,0.1,1.2,14.0,1
76.0,121.0,6,3.77,59.12850204,87.0,0,52.8,8,87.0,7.29,87.0,0.1,1.3,13.4,1
75.5,127.0,7,3.92,41.88087712,88.0,72,52.1,8,85.0,6.48,87.0,0.1,1.3,13.3,1
75.3,131.0,7,3.99,344.7412164,88.0,257,51.4,8,85.0,5.92,88.0,0.1,1.3,13.2,1
75.0,134.0,7,3.95,367.9285652,9.0,0,5.7,8,88.0,5.9,91.0,0.1,1.3,13.1,1
75.1,137.0,7,3.87,282.1440066,91.0,0,5.0,8,91.0,5.58,94.0,0.1,1.3,13.1,1
74.6,139.0,7,3.76,197.9303077,93.0,1,49.3,9,94.0,5.66,96.0,0.1,1.3,13.0,1
74.7,14.0,7,3.63,19.60467787,94.0,0,48.6,9,95.0,5.94,96.0,0.2,1.4,12.9,1
74.4,144.0,8,3.52,19.13983284,96.0,0,47.9,9,92.0,5.86,96.0,0.3,1.4,12.8,1
74.2,151.0,8,3.54,18.09317114,92.0,0,47.2,9,89.0,5.87,92.0,0.3,1.4,12.8,1
74.4,148.0,8,3.65,16.37920405,88.0,0,46.5,9,9.0,6.22,88.0,0.3,1.5,12.7,1
74.4,151.0,8,3.69,18.26183281,82.0,0,45.8,10,97.0,6.46,87.0,0.3,1.5,12.6,1
73.6,157.0,8,3.88,187.3843511,75.0,0,45.1,10,88.0,4.62,88.0,0.3,1.5,12.5,1
73.4,158.0,9,4.13,14.588740300000001,69.0,2,44.3,10,9.0,3.86,89.0,0.3,1.6,12.4,1
72.8,163.0,9,3.99,84.17527008,36.0,0,43.6,11,83.0,3.38,87.0,0.3,1.6,12.4,1
79.0,159.0,51,0.18866666666666668,0.0,93.0,5432,61.1,60,93.0,5.346,93.0,0.1,2.8,13.1,1
78.0,161.0,53,0.21,0.0,94.0,1314,6.2,62,94.0,5.64,94.0,0.1,2.8,13.1,1
79.0,159.0,54,0.21,0.0,97.0,405,59.4,63,97.0,5.46,97.0,0.1,2.9,12.8,1
72.0,165.0,54,0.23,0.0,93.0,245,58.6,64,93.0,5.29,93.0,0.1,2.9,12.4,1
74.0,168.0,55,0.22,0.0,96.0,26,57.8,64,96.0,5.4,96.0,0.1,2.9,12.4,1
70.0,173.0,54,0.22,0.0,97.0,16,57.0,64,97.0,4.8,97.0,0.1,3.0,12.2,1
69.9,174.0,54,0.21,0.0,97.0,608,56.2,64,97.0,5.1,97.0,0.1,3.0,12.0,1
69.8,172.0,54,0.24,0.0,97.0,668,55.5,65,97.0,4.82,97.0,0.1,3.1,11.9,1
69.7,171.0,55,0.21,0.0,98.0,1684,54.8,65,98.0,4.95,98.0,0.1,3.1,11.7,1
69.5,175.0,55,0.18,0.0,98.0,953,54.2,66,98.0,5.24,98.0,0.1,3.2,11.5,1
69.4,174.0,56,0.16,0.0,98.0,77,53.5,68,98.0,5.6,98.0,0.1,3.2,11.4,1
69.0,176.0,57,0.16,0.0,97.0,80,52.9,70,97.0,5.21,97.0,0.1,3.3,11.2,1
68.6,178.0,59,0.15,0.0,98.0,164,52.3,72,98.0,5.41,98.0,0.1,3.3,11.3,1
68.7,177.0,61,0.15,0.0,97.0,653,51.8,75,97.0,5.97,97.0,0.1,3.4,11.2,1
68.6,177.0,63,0.14,0.0,99.0,2150,51.2,78,99.0,5.75,99.0,0.1,3.5,11.1,1
68.8,171.0,65,0.14,0.0,98.0,2633,5.7,82,98.0,5.55,98.0,0.1,3.6,11.0,1
73.5,178.0,2,2.6926666666666668,0.0,91.0,0,56.1,2,92.0,7.103333333333334,91.0,0.2,1.6,13.2,1
73.3,181.0,2,2.52,665.7260253,93.0,0,55.4,2,93.0,6.77,94.0,0.2,1.6,13.2,1
73.0,184.0,2,2.42,653.6925016,92.0,0,54.7,2,92.0,6.95,92.0,0.2,1.6,13.2,1
73.0,181.0,2,2.48,591.7757569,92.0,0,54.1,2,93.0,6.7,92.0,0.3,1.6,13.2,1
72.0,197.0,2,2.37,549.2783081,89.0,0,53.4,2,9.0,6.81,89.0,0.3,1.7,13.0,1
72.0,191.0,2,2.36,469.3904193,89.0,0,52.8,2,89.0,6.91,89.0,0.3,1.7,12.9,1
71.4,23.0,2,2.55,416.43383989999995,91.0,0,52.1,2,91.0,6.83,91.0,0.3,1.7,12.8,1
71.7,194.0,2,2.68,53.95949877,98.0,0,51.4,3,98.0,6.21,98.0,0.3,1.8,13.4,1
71.2,23.0,2,2.83,52.30172215,99.0,0,5.8,3,99.0,6.32,99.0,0.3,1.8,12.9,1
75.0,211.0,3,2.77,57.74562629,96.0,0,5.1,3,96.0,6.68,96.0,0.2,1.8,12.9,1
71.0,213.0,3,2.77,440.60270419999995,89.0,0,49.4,3,89.0,7.19,89.0,0.2,1.9,12.7,1
70.0,215.0,3,2.9,398.60583219999995,9.0,0,48.6,3,9.0,7.3,9.0,0.3,1.9,12.4,1
69.9,29.0,3,3.1,400.1342971,94.0,0,47.8,4,93.0,7.61,94.0,0.3,2.0,12.0,1
73.0,24.0,3,2.97,29.68529375,81.0,0,47.0,4,81.0,7.9,81.0,0.4,2.0,11.8,1
68.9,219.0,4,2.88,332.1056586,75.0,2,46.2,4,94.0,8.2,92.0,0.4,2.1,11.6,1
69.0,218.0,4,2.79,353.6690328,99.0,0,45.3,5,98.0,8.17,99.0,0.4,2.1,11.3,1
58.2,32.0,3,7.341999999999999,0.0,16.0,1250,24.5,4,17.0,2.9293333333333327,16.0,4.2,8.4,9.2,1
57.9,32.0,3,0.01,13.40477417,2.0,13,24.0,4,24.0,3.8,2.0,4.4,8.5,9.2,1
57.4,327.0,3,10.72,156.3907685,9.0,321,23.5,4,3.0,3.73,3.0,5.7,8.6,9.2,1
56.7,337.0,3,11.89,1500.412635,9.0,1190,23.0,4,3.0,4.0,24.0,8.2,8.7,9.2,1
56.2,344.0,3,10.99,1493.051277,9.0,0,22.6,4,39.0,3.29,41.0,7.7,8.9,9.2,1
56.1,339.0,3,9.93,1192.696619,9.0,0,22.1,4,59.0,3.84,44.0,7.2,9.0,9.2,1
55.7,34.0,3,7.97,115.0692415,9.0,78,21.7,4,57.0,5.32,43.0,7.3,9.2,9.1,1
55.4,338.0,3,8.34,1705.678619,9.0,436,21.3,4,55.0,2.31,42.0,6.3,9.3,9.1,1
55.0,339.0,3,6.86,1024.5195429999999,9.0,5,2.9,4,54.0,2.25,41.0,5.9,9.5,9.0,1
54.8,337.0,3,7.28,827.5979335,9.0,0,2.5,4,52.0,2.13,4.0,5.3,9.7,9.0,1
54.4,337.0,3,7.19,12.0661671,9.0,0,2.2,4,5.0,1.63,39.0,4.9,9.8,8.7,1
54.1,336.0,3,6.28,44.54768305,9.0,38,19.8,4,48.0,2.4,38.0,4.4,1.0,8.5,1
53.8,334.0,3,7.13,309.7834587,9.0,18,19.5,4,46.0,2.23,37.0,3.6,1.2,8.4,1
53.5,334.0,3,6.01,234.78742069999998,9.0,24,19.1,4,44.0,2.5,36.0,2.9,1.4,8.2,1
53.1,334.0,3,5.07,197.78395519999998,9.0,1339,18.7,4,43.0,1.78,35.0,2.3,1.6,8.0,1
52.7,336.0,3,4.46,14.95451321,9.0,0,18.3,4,41.0,2.73,34.0,1.9,1.7,0.0,1
64.7,255.0,5,0.608,0.0,95.0,198,18.6,7,95.0,3.468666666666667,95.0,0.4,8.4,5.0,1
64.4,261.0,5,0.01,0.0,94.0,127,18.0,8,94.0,3.34,94.0,0.4,8.5,5.0,1
64.0,266.0,6,0.01,0.0,94.0,45,17.5,8,94.0,3.1,94.0,0.5,8.6,5.0,1
63.6,274.0,6,0.01,0.0,94.0,194,17.0,8,94.0,2.98,94.0,0.6,8.7,5.0,1
62.9,286.0,6,0.62,20.97991915,96.0,48,16.5,8,96.0,3.6,96.0,0.7,8.8,5.0,1
62.1,298.0,6,0.61,17.35739784,9.0,51,16.0,9,9.0,3.24,9.0,0.9,8.9,5.1,1
61.4,311.0,6,0.63,1.575160196,92.0,82,15.5,9,92.0,3.3,92.0,1.0,9.0,5.2,1
67.0,322.0,6,0.49,11.76572311,94.0,0,15.1,9,94.0,3.69,94.0,1.1,9.1,5.2,1
62.0,329.0,6,1.23,11.42385961,91.0,55,14.7,9,91.0,3.29,91.0,1.3,9.2,5.3,1
59.7,336.0,7,0.97,10.60269773,94.0,128,14.3,9,94.0,3.3,94.0,1.4,9.3,5.3,1
59.4,34.0,7,1.07,5.0646889680000005,96.0,19,13.9,9,96.0,2.97,96.0,1.6,9.4,5.4,1
59.1,342.0,7,0.64,10.26097341,84.0,24,13.6,10,98.0,3.14,98.0,1.8,9.6,5.0,1
58.8,343.0,7,0.56,6.913998013,91.0,376,13.3,10,95.0,3.5,93.0,1.9,9.7,4.7,1
58.5,343.0,7,0.83,0.703132179,86.0,460,13.1,10,92.0,4.2,9.0,1.9,9.9,4.4,1
58.1,345.0,7,0.61,5.593619538,86.42857142857143,204,12.8,10,89.0,3.95,86.0,2.0,1.0,4.3,1
45.3,593.0,7,0.83,0.7359403609999999,86.42857142857142,789,12.6,10,82.0,4.43,81.0,1.9,1.2,3.9,1
64.8,225.0,136,1.0746666666666667,0.0,77.0,17745,17.6,194,75.0,4.901333333333334,77.0,0.6,1.4,8.4,1
64.2,234.0,140,0.01,89.95805845,77.0,12739,17.2,202,75.0,4.88,77.0,0.6,1.5,8.4,1
63.7,237.0,145,1.86,8.313282039,72.0,5253,16.8,211,7.0,5.19,72.0,0.9,1.6,8.4,1
63.3,241.0,150,1.84,86.82551124,69.0,4347,16.4,221,7.0,5.77,69.0,1.2,1.7,8.4,1
62.6,249.0,156,1.32,67.77565369,65.0,3255,16.0,231,7.0,6.55,65.0,1.4,1.9,8.2,1
61.8,261.0,162,1.34,67.73374413,62.0,4235,15.6,243,69.0,6.86,61.0,1.7,11.0,8.1,1
68.0,274.0,169,1.17,53.77354001,56.0,1176,15.3,256,65.0,4.41,58.0,2.0,11.1,8.1,1
59.8,289.0,177,1.13,38.55783268,52.0,3511,14.9,270,63.0,4.28,54.0,2.4,11.2,7.6,1
58.5,39.0,186,1.06,30.46451811,47.0,1446,14.5,286,61.0,4.69,5.0,2.8,11.3,7.1,1
57.2,328.0,196,1.22,22.18952246,64.11111111111111,1451,14.2,304,59.0,4.47,46.0,3.3,11.4,6.6,1
56.0,343.0,206,0.99,18.03753133,64.11111111111111,357,13.8,323,56.0,4.2,44.0,3.7,11.5,5.8,1
55.0,354.0,217,0.86,1.5069624819999998,64.1111111111111,73,13.5,342,54.0,4.23,4.0,4.1,11.5,5.4,1
54.0,363.0,228,0.79,10.97201912,64.1111111111111,228,13.2,360,55.0,4.64,37.0,4.4,11.6,5.2,1
53.2,369.0,237,0.8,10.82452594,64.1111111111111,3332,12.9,377,55.0,4.73,35.0,4.6,11.7,4.9,1
52.5,372.0,246,0.85,1.186227577,64.1111111111111,2366,12.6,392,55.0,4.26,32.0,4.9,11.8,4.3,1
51.2,391.0,253,0.88,11.59481766,64.1111111111111,1660,12.3,404,55.0,4.36,3.0,5.0,11.9,3.9,1
69.9,188.0,0,1.462666666666667,0.0,99.0,0,62.7,0,99.0,3.8973333333333335,99.0,0.1,4.0,15.3,1
69.7,19.0,0,0.01,50.539484,99.0,0,61.9,0,99.0,4.49,99.0,0.1,4.0,15.2,1
69.6,192.0,0,0.01,460.6487805,99.0,0,61.1,0,99.0,4.26,99.0,0.1,4.0,15.0,1
69.4,195.0,0,0.01,431.4854874,99.0,0,6.2,0,99.0,4.16,99.0,0.1,4.0,14.9,1
69.2,197.0,0,0.01,401.79310449999997,99.0,0,59.5,0,99.0,4.6,99.0,0.1,4.0,14.7,1
69.1,2.0,0,2.25,62.08343533,99.0,0,58.7,0,99.0,4.23,99.0,0.1,4.0,14.6,1
68.9,23.0,0,2.31,60.65068446,99.0,1,58.0,0,99.0,4.26,99.0,0.1,4.0,14.5,1
68.7,26.0,0,1.95,81.04656111,99.0,0,57.3,0,99.0,3.68,99.0,0.1,4.0,14.3,1
68.6,29.0,0,2.09,5.889526221000001,99.0,0,56.6,0,99.0,3.74,99.0,0.1,4.1,14.2,1
68.5,211.0,0,2.06,52.12416339999999,99.0,136,55.9,0,98.0,3.84,98.0,0.1,4.1,14.0,1
68.3,214.0,0,2.02,64.39203443,99.0,0,55.1,0,97.0,3.61,96.0,0.1,4.1,13.9,1
68.1,218.0,0,1.63,43.99452464,99.0,37,54.2,0,96.0,3.61,95.0,0.1,4.2,13.4,1
68.0,22.0,0,1.76,253.8196705,99.0,305,53.2,0,95.0,3.35,94.0,0.1,4.2,13.3,1
67.9,22.0,0,1.85,206.071686,99.0,304,52.2,0,94.0,3.48,93.0,0.1,4.2,13.3,1
67.8,221.0,0,1.93,20.711912899999998,98.0,17,51.2,0,92.0,3.28,91.0,0.1,4.3,13.2,1
67.7,221.0,0,2.05,31.25834616,98.0,0,5.2,0,91.0,3.87,9.0,0.1,4.3,13.1,1
66.0,229.0,2,7.8773333333333335,0.0,8.0,27,36.3,3,79.0,3.1753333333333327,8.0,2.7,6.1,12.6,1
65.5,237.0,2,0.01,715.2816938999999,7.0,33,35.8,3,68.0,3.44,7.0,2.8,6.1,12.6,1
64.6,255.0,2,8.86,154.8758879,79.0,122,35.2,3,77.0,3.98,79.0,3.7,6.2,12.5,1
63.5,276.0,2,8.3,805.3925284,82.0,2,34.6,3,8.0,3.13,82.0,4.9,6.3,12.5,1
62.8,289.0,2,8.9,133.5223672,75.0,2,34.1,3,75.0,3.12,75.0,6.0,6.4,12.5,1
62.3,294.0,2,8.85,145.318282,67.0,1,33.5,3,68.0,3.41,67.0,7.0,6.5,12.5,1
61.7,31.0,2,8.64,52.31086276,79.0,0,33.0,3,74.0,3.43,76.0,8.0,6.7,12.4,1
61.6,298.0,2,8.75,11.05422474,82.0,3,32.4,3,81.0,2.54,82.0,8.9,6.8,12.4,1
61.6,291.0,2,9.02,545.4389573,75.0,0,31.9,3,78.0,2.86,81.0,10.0,6.9,12.4,1
61.4,288.0,2,8.01,40.53719812,52.0,90,31.4,3,44.0,2.88,45.0,10.7,7.1,12.4,1
65.0,37.0,2,7.72,353.2438029,28.0,0,3.8,3,44.0,2.76,45.0,10.9,7.2,12.4,1
59.7,322.0,2,8.13,443.47506339999995,57.63636363636363,63,3.3,3,44.0,3.26,45.0,11.1,7.4,12.3,1
59.7,32.0,2,6.47,352.232365,57.63636363636363,0,29.8,3,44.0,3.48,45.0,11.0,7.5,12.3,1
59.7,315.0,2,8.34,22.69039905,57.63636363636363,110,29.2,3,44.0,3.22,45.0,10.7,7.7,12.3,1
59.8,37.0,2,9.29,183.69807780000002,57.63636363636363,5129,28.7,3,44.0,3.23,45.0,10.1,7.8,12.3,1
61.0,296.0,2,8.87,218.17274730000003,57.63636363636363,15,28.1,3,44.0,2.89,45.0,9.5,8.0,12.2,1
61.1,262.0,3,2.1346666666666665,0.0,97.0,71,27.3,5,96.0,5.3086666666666655,97.0,1.7,7.3,8.9,1
68.0,266.0,3,0.01,0.0,96.0,1,26.7,5,97.0,7.34,96.0,1.7,7.5,8.9,1
66.0,266.0,3,0.01,0.0,97.0,0,26.0,5,96.0,6.49,97.0,1.6,7.6,8.9,1
62.0,269.0,3,0.01,0.0,98.0,0,25.4,5,98.0,6.12,98.0,1.4,7.8,8.8,1
59.8,277.0,3,3.41,0.0,96.0,0,24.8,5,95.0,6.24,96.0,1.8,8.0,8.7,1
59.3,284.0,3,3.48,0.0,97.0,2,24.1,6,97.0,5.75,97.0,2.1,8.2,8.8,1
59.0,286.0,3,2.99,0.0,97.0,0,23.5,6,97.0,5.85,98.0,2.7,8.4,8.9,1
58.7,287.0,3,2.79,0.0,98.0,0,22.8,6,96.0,5.95,96.0,3.0,8.6,8.6,1
58.5,288.0,3,2.64,0.0,97.0,0,22.2,6,94.0,5.76,95.0,3.1,8.8,8.4,1
58.2,288.0,3,2.93,0.0,95.0,0,21.5,6,94.0,5.52,95.0,3.0,9.0,8.1,1
57.7,294.0,3,2.26,0.0,95.0,0,2.9,6,94.0,4.97,95.0,3.0,9.2,7.8,1
57.3,296.0,3,2.51,0.0,95.0,0,2.3,6,88.0,4.35,87.0,2.9,9.4,7.6,1
57.0,297.0,3,2.47,0.0,94.0,119,19.7,6,87.0,4.22,87.0,2.7,9.6,7.3,1
56.6,298.0,3,2.08,0.0,92.0,32,19.1,6,86.0,3.75,87.0,2.5,9.8,7.0,1
56.3,3.0,3,2.25,0.0,91.0,99,18.5,6,85.0,3.71,87.0,2.3,1.0,6.8,1
55.9,33.0,3,2.18,0.0,91.0,336,18.0,6,84.0,3.61,8.0,2.0,1.2,6.5,1
74.4,129.0,1,5.623333333333334,0.0,94.0,431,56.2,1,91.0,7.3306666666666676,94.0,0.1,2.7,13.9,1
74.5,125.0,1,6.13,221.482875,91.0,3188,55.3,1,91.0,7.42,91.0,0.1,2.7,13.5,1
74.5,128.0,1,5.91,180.3787034,96.0,7872,54.4,1,94.0,7.25,93.0,0.1,2.7,13.5,1
74.2,13.0,1,7.71,158.2576025,92.0,31,53.6,1,93.0,8.57,92.0,0.1,2.6,13.4,1
73.9,127.0,1,8.14,198.94876000000002,89.0,64,52.8,1,88.0,9.38,94.0,0.1,2.6,13.3,1
73.8,132.0,1,7.24,194.1732658,95.0,22,52.0,1,88.0,1.5,92.0,0.1,2.6,13.3,1
73.2,133.0,1,6.66,18.5314303,54.0,23,51.3,1,93.0,1.19,88.0,0.1,2.6,12.8,1
73.9,128.0,1,7.17,151.762567,89.0,56,5.5,1,9.0,8.99,92.0,0.1,2.6,13.1,1
74.4,12.0,1,8.65,106.164686,94.0,44,49.9,1,88.0,8.17,98.0,0.1,2.7,12.5,1
73.9,126.0,1,6.18,110.11382859999999,84.0,334,49.2,1,89.0,8.39,88.0,0.1,2.7,12.6,1
73.9,128.0,1,4.7,9.444875415,79.0,1356,48.6,1,82.0,8.6,82.0,0.1,2.8,12.2,1
72.3,134.0,1,3.74,7.132564768,64.0,6847,48.1,1,66.0,8.53,78.0,0.1,2.8,12.0,1
72.7,132.0,1,3.36,70.54185252,48.0,216,47.5,2,74.0,8.49,75.0,0.1,2.9,11.8,1
71.7,142.0,2,2.72,60.55818291,51.0,199,47.0,2,89.0,8.72,84.0,0.1,2.9,11.8,1
73.0,121.0,2,2.76,57.10318825,61.0,35,46.5,2,83.0,7.82,87.0,0.1,3.0,11.7,1
71.8,129.0,2,3.28,47.81704183,55.0,50,46.0,2,81.0,6.94,8.0,0.1,3.1,11.4,1
62.4,249.0,37,1.2686666666666666,0.0,88.0,23,28.6,52,88.0,4.328666666666667,88.0,0.7,6.2,11.4,1
62.1,253.0,37,0.01,97.67794571,98.0,124,28.0,54,93.0,3.56,98.0,0.8,6.4,11.7,1
61.9,254.0,38,0.01,28.66897829,9.0,319,27.3,55,91.0,4.63,9.0,0.9,6.6,11.5,1
61.6,257.0,39,0.01,151.899429,92.0,1613,26.7,56,91.0,4.79,92.0,0.9,6.7,11.2,1
61.2,263.0,40,1.64,225.2219474,91.0,120,26.1,58,91.0,4.81,91.0,1.3,6.9,10.9,1
69.0,267.0,40,1.69,195.9824626,94.0,641,25.5,59,94.0,5.33,94.0,1.9,7.1,10.5,1
66.0,271.0,41,1.76,30.72290501,94.0,101,24.9,60,94.0,5.17,94.0,2.1,7.3,10.4,1
63.0,275.0,41,1.78,161.01064350000001,93.0,82,24.2,61,92.0,4.85,93.0,2.2,7.5,9.8,1
59.9,28.0,41,1.25,3.181373629,94.0,6,23.6,61,94.0,5.3,94.0,2.6,7.7,9.1,1
59.4,288.0,41,1.7,129.02633640000002,84.0,420,23.0,62,84.0,4.64,84.0,2.9,7.9,8.7,1
58.9,296.0,41,1.5,78.71123825,84.0,435,22.4,62,85.0,4.51,84.0,3.1,8.1,8.1,1
58.3,34.0,41,1.46,53.23775977,8.0,60,21.8,62,81.0,3.96,8.0,3.2,8.4,7.7,1
57.9,38.0,41,1.53,31.09435342,8.0,1939,21.2,63,8.0,3.12,8.0,3.4,8.6,7.9,1
57.6,31.0,42,1.6,3.336437969,8.0,12289,2.7,63,8.0,3.7,78.0,3.5,8.8,7.6,1
57.4,39.0,42,1.49,25.55981288,67.5,13476,2.1,64,81.0,3.56,79.0,3.5,9.0,8.0,1
57.2,38.0,43,1.6,20.65432873,67.5,23068,19.5,65,88.0,3.0,88.0,3.6,9.2,7.7,1
73.6,142.0,0,8.843333333333334,0.0,92.0,0,48.4,0,99.0,6.188666666666667,92.0,0.1,3.8,15.8,1
73.5,143.0,0,8.42,789.2764615,97.0,0,47.4,0,81.0,6.1,97.0,0.1,3.8,15.8,1
73.3,144.0,0,8.25,780.4459281000001,97.0,0,46.5,0,98.0,6.15,97.0,0.1,3.8,15.8,1
73.1,146.0,0,8.07,865.9999782,97.0,0,45.6,0,98.0,6.36,97.0,0.1,3.8,15.8,1
72.9,15.0,0,7.84,11.56715633,94.0,0,44.7,0,95.0,6.35,95.0,0.1,3.8,15.8,1
72.6,154.0,0,7.91,145.84019980000002,97.0,0,43.9,0,94.0,6.41,97.0,0.1,3.8,15.8,1
72.4,158.0,0,8.42,146.4384488,99.0,0,43.1,0,99.0,6.24,99.0,0.1,3.8,15.6,1
72.1,162.0,0,8.92,754.9597129,99.0,0,42.4,0,99.0,5.76,99.0,0.1,3.8,15.4,1
71.9,164.0,0,9.06,95.19375921,96.0,0,41.8,0,96.0,5.88,96.0,0.1,3.9,15.3,1
71.7,167.0,0,9.06,662.2663687,91.0,0,41.1,0,91.0,5.99,91.0,0.1,3.9,15.1,1
71.5,169.0,0,8.8,119.55486940000002,99.0,0,4.5,0,99.0,5.5,99.0,0.1,3.9,14.9,1
73.0,187.0,0,8.43,100.965873,83.0,0,39.9,0,84.0,5.24,83.0,0.1,4.0,14.8,1
71.1,173.0,0,9.75,77.9454329,97.0,0,39.4,0,98.0,5.89,97.0,0.1,4.0,14.6,1
79.0,176.0,0,10.71,513.3465408,98.0,0,38.8,0,98.0,6.67,98.0,0.1,4.1,14.4,1
77.0,178.0,0,9.61,81.11355954,96.0,0,38.2,0,96.0,7.67,96.0,0.1,4.2,14.3,1
74.0,182.0,0,9.4,676.5453878,95.46666666666667,0,37.7,0,97.0,6.62,97.0,0.1,4.3,14.1,1
71.9,186.0,10,2.268666666666667,0.0,74.0,0,5.6,12,9.0,6.593999999999999,74.0,0.4,1.2,10.7,1
71.7,187.0,10,1.88,657.5282797,73.0,0,49.9,13,65.0,6.2,73.0,0.4,1.2,10.7,1
71.4,189.0,11,1.93,582.1469582999999,85.0,0,49.3,13,84.0,6.3,85.0,0.4,1.2,10.7,1
71.3,189.0,11,2.02,484.7187892,96.0,0,48.6,13,94.0,6.33,96.0,0.4,1.2,10.6,1
71.1,193.0,11,2.16,457.77458449999995,88.0,0,47.9,14,88.0,6.28,88.0,0.4,1.2,10.5,1
