status,life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,under-five_deaths,polio,total_expenditure,diphtheria,hiv/aids,thinness_1-19_years,schooling
Developing,74.5,148.0,49,7.55,843.1946259,96.0,2,53.6,54,96.0,8.26,95.0,0.1,2.8,14.2
Developing,74.1,152.0,51,7.58,1084.999766,98.0,43,52.8,57,98.0,8.9,99.0,0.1,2.9,14.0
Developing,73.8,154.0,54,7.52,1111.191325,96.0,68,52.0,61,99.0,8.27,99.0,0.1,2.9,13.8
Developing,73.6,157.0,57,7.33,564.5233902000001,99.0,0,51.1,64,99.0,8.65,99.0,0.1,3.0,13.8
Developing,73.4,158.0,61,7.21,526.3780636,96.0,0,5.3,68,99.0,8.24,99.0,0.1,3.0,13.3
Developing,73.3,159.0,65,7.19,394.93212989999995,99.0,0,49.4,73,99.0,8.28,99.0,0.1,3.1,13.5
Developing,73.0,161.0,70,7.1,30.30374691,99.0,57,48.6,79,99.0,8.36,99.0,0.1,3.1,13.8
Developing,72.7,163.0,75,6.97,23.76370075,98.0,6,47.8,85,99.0,8.27,99.0,0.1,3.2,13.8
Developing,72.0,17.0,81,6.85,186.6090485,96.0,0,46.9,93,99.0,7.7,99.0,0.1,3.2,14.0
Developing,71.8,172.0,88,6.95,15.85781237,97.0,2,46.1,100,99.0,6.94,99.0,0.1,3.3,14.8
Developing,71.4,176.0,95,7.0,140.98247659999998,92.0,1,45.3,109,99.0,7.13,99.0,0.1,3.3,14.6
Developing,71.0,179.0,103,7.13,149.4802091,91.0,1,44.5,118,99.0,7.19,98.0,0.1,3.4,14.3
Developing,75.0,183.0,111,7.26,179.4777293,94.0,36,43.7,127,99.0,7.3,98.0,0.1,3.4,14.1
Developing,77.7,78.0,0,0.3786666666666667,0.0,99.0,4,41.2,0,99.0,2.8200000000000003,99.0,0.1,5.7,14.9
Developing,77.6,8.0,0,0.01,269.1432784,99.0,1,4.2,0,99.0,2.65,99.0,0.1,5.7,15.0
Developing,77.1,84.0,0,0.01,2845.3064440000003,98.0,0,39.2,0,99.0,2.61,99.0,0.1,5.8,14.9
Developing,78.3,79.0,0,0.01,3192.6344129999998,99.0,1,38.2,0,99.0,2.3,99.0,0.1,5.8,14.4
Developing,77.4,79.0,0,0.97,295.7730171,93.0,4,37.2,0,99.0,2.25,97.0,0.1,5.9,14.1
Developing,76.9,79.0,0,0.88,2218.364226,96.0,0,36.2,0,99.0,2.73,95.0,0.1,5.9,14.2
Developing,76.8,88.0,0,0.25,1873.686852,96.0,2,35.2,0,99.0,2.85,99.0,0.1,6.0,14.1
Developing,77.2,84.0,0,0.67,2538.9410329999996,96.0,3,34.2,0,97.0,2.23,98.0,0.1,6.1,14.2
Developing,76.0,1.0,0,0.85,2048.557422,97.0,0,33.2,0,95.0,2.32,99.0,0.1,6.2,14.3
Developing,76.3,93.0,0,0.67,24.97532919,99.0,0,32.2,0,94.0,2.24,97.0,0.1,6.3,14.3
Developing,76.2,92.0,0,0.16,179.7147814,99.0,9,31.2,0,93.0,2.62,94.0,0.1,6.4,14.1
Developing,76.4,89.0,0,0.11,1504.30004,99.0,16,3.1,0,92.0,3.1,92.0,0.1,6.5,13.7
Developing,76.0,89.0,0,0.12,1406.51194,99.0,24,29.1,0,99.0,3.9,92.0,0.1,6.6,13.4
Developing,74.8,95.0,0,0.13,941.7036867999999,99.0,0,28.0,0,99.0,3.4,94.0,0.1,6.7,13.3
Developing,74.7,19.0,0,0.47,1078.66244,99.0,11,27.0,0,99.0,3.6,97.0,0.1,6.8,13.4
Developing,74.4,16.0,0,0.37,11.79686108,99.0,42,26.1,0,99.0,3.5,99.0,0.1,6.8,13.4
Developing,59.9,26.0,38,4.241333333333333,0.0,91.0,99,19.4,61,91.0,6.037999999999999,91.0,0.6,8.0,7.7
Developing,59.3,268.0,39,0.01,8.386339501,91.0,343,18.8,63,91.0,4.96,91.0,0.6,8.2,7.7
Developing,59.0,27.0,40,4.64,88.97040214,88.0,375,18.2,66,89.0,5.91,88.0,0.7,8.4,7.5
Developing,58.6,271.0,41,4.75,78.76987363,9.0,7362,17.7,68,9.0,5.33,9.0,0.8,8.6,7.2
Developing,58.1,275.0,42,4.51,85.55592906,91.0,860,17.1,71,9.0,5.17,91.0,0.9,8.8,6.7
Developing,57.5,279.0,43,4.55,90.46018236,91.0,2511,16.6,74,9.0,7.17,91.0,1.0,9.0,6.3
Developing,56.9,283.0,44,4.55,81.14304705,92.0,54118,16.1,77,91.0,7.41,92.0,1.1,9.3,5.9
Developing,56.1,288.0,45,4.5,107.79883390000002,93.0,395,15.6,80,92.0,6.77,93.0,1.5,9.5,5.4
Developing,55.3,293.0,46,4.58,73.92730583,89.0,12,15.1,83,93.0,6.63,89.0,1.7,9.8,4.9
Developing,54.3,32.0,47,4.73,64.24025208,76.0,125,14.6,86,94.0,6.58,86.0,2.0,1.0,4.7
Developing,53.3,313.0,48,4.88,8.769989329,81.1,253,14.2,89,94.0,6.87,82.0,2.3,1.3,4.3
Developing,52.4,323.0,49,4.54,56.96108089,81.10000000000001,77,13.7,91,83.0,6.45,79.0,2.5,1.5,3.9
Developing,51.6,332.0,49,4.58,41.60951275,81.10000000000001,2946,13.3,92,83.0,5.61,79.0,2.9,1.7,3.8
Developing,51.0,338.0,49,4.53,3.1955668310000003,81.1,1744,12.9,93,69.0,5.26,69.0,3.2,11.0,3.6
Developing,56.0,344.0,48,4.56,23.101689899999997,81.1,4174,12.5,93,62.0,4.85,62.0,3.6,11.2,3.5
Developing,51.0,348.0,48,3.71,19.83929597,81.09999999999998,6074,12.2,92,45.0,5.6,45.0,4.0,11.4,3.4
Developing,53.3,397.0,57,2.8373333333333335,0.0,83.0,65,28.0,79,81.0,5.723333333333333,83.0,1.9,5.5,11.995977722772281
Developing,52.8,47.0,58,0.01,0.0,76.0,50,27.4,80,76.0,5.72,76.0,2.0,5.6,11.995977722772281
Developing,52.3,412.0,59,3.15,0.0,8.0,48,26.8,81,79.0,5.81,8.0,2.4,5.8,11.995977722772281
Developing,52.0,415.0,59,3.24,0.0,82.0,137,26.2,82,83.0,6.14,82.0,2.9,5.9,11.995977722772281
Developing,51.7,419.0,60,3.13,0.0,62.0,628,25.6,83,58.0,6.42,62.0,3.3,6.1,11.995977722772281
Developing,51.5,417.0,60,3.15,0.0,85.0,441,25.0,84,81.0,6.32,85.0,3.3,6.3,11.995977722772281
Developing,51.0,426.0,60,2.92,0.0,81.0,183,24.4,84,77.0,6.41,81.0,3.7,6.5,11.995977722772281
Developing,54.0,437.0,60,2.69,0.0,74.0,12,23.8,85,58.0,6.21,74.0,4.1,6.6,11.995977722772281
Developing,49.9,443.0,61,2.58,0.0,76.0,5,23.2,87,75.0,6.35,76.0,5.3,6.8,11.995977722772281
Developing,49.4,452.0,62,2.65,0.0,77.0,11,22.6,89,76.0,5.87,77.0,5.8,7.0,11.995977722772281
Developing,48.7,466.0,63,3.11,0.0,76.0,115,22.1,90,87.0,5.39,76.0,6.1,7.2,11.995977722772281
Developing,48.2,472.0,64,3.08,0.0,67.0,3466,21.5,91,76.0,5.24,67.0,6.5,7.3,11.995977722772281
Developing,48.0,473.0,64,3.12,0.0,63.0,4770,2.9,92,68.0,4.65,61.0,6.7,7.5,11.995977722772281
Developing,47.7,473.0,65,3.13,0.0,48.0,5882,2.4,93,7.0,4.47,64.0,6.9,7.7,11.995977722772281
Developing,47.8,467.0,65,3.15,0.0,1.0,5790,19.9,94,7.0,4.85,66.0,7.0,7.9,11.995977722772281
Developing,47.9,461.0,67,3.45,0.0,63.93333333333333,5729,19.4,95,66.0,6.0,65.0,7.1,8.1,11.995977722772281
Developing,73.3,114.0,0,3.448,0.0,96.0,0,31.3,0,93.0,4.755333333333334,93.0,0.2,6.6,13.5
Developing,73.0,117.0,0,0.01,414.0242418,97.0,0,3.5,0,95.0,4.76,95.0,0.2,6.8,13.5
Developing,72.8,12.0,0,0.01,325.6298627,94.0,0,29.7,0,93.0,4.29,93.0,0.2,6.9,13.6
Developing,72.7,121.0,0,0.01,33.55888998,94.0,0,29.0,0,94.0,4.61,94.0,0.3,7.1,13.2
Developing,72.6,122.0,0,5.07,4.409153436,9.0,0,28.2,0,9.0,4.6,9.0,0.3,7.3,13.1
Developing,72.5,123.0,0,4.75,286.89073030000003,98.0,0,27.5,0,99.0,4.83,99.0,0.4,7.4,12.7
Developing,72.4,124.0,0,4.45,339.97773639999997,98.0,0,26.8,0,99.0,4.24,99.0,0.4,7.6,12.4
Developing,72.4,124.0,0,4.16,360.6208825,98.0,0,26.2,0,99.0,3.96,99.0,0.4,7.8,12.2
Developing,72.3,126.0,0,5.28,345.46371400000004,96.0,0,25.5,0,98.0,4.3,98.0,0.6,8.1,11.9
Developing,72.1,129.0,0,4.25,26.45133197,95.0,0,24.9,0,97.0,5.11,96.0,0.6,8.3,11.9
Developing,71.8,134.0,0,4.26,3.349816965,93.0,0,24.3,0,95.0,4.86,95.0,0.8,8.5,11.2
Developing,71.4,14.0,0,4.19,240.139715,91.0,0,23.7,0,94.0,5.6,93.0,0.8,8.7,11.1
Developing,71.1,144.0,0,4.16,209.0865,66.0,0,23.2,0,93.0,5.0,92.0,0.9,8.9,11.3
Developing,77.0,148.0,0,3.82,155.2072669,4.0,0,22.6,0,92.0,5.17,91.0,0.8,9.2,11.3
Developing,73.0,152.0,0,3.81,150.7434862,80.64285714285714,0,22.1,0,91.0,5.19,9.0,0.8,9.4,11.0
Developing,69.9,155.0,0,3.49,122.5744699,80.64285714285714,2,21.5,0,9.0,4.81,9.0,0.8,9.6,11.3
Developing,57.3,357.0,45,4.141333333333334,0.0,84.0,1809,29.0,68,83.0,4.719333333333334,84.0,3.5,5.6,10.4
Developing,56.7,366.0,47,0.01,61.39263642,87.0,831,28.4,71,86.0,4.1,87.0,3.7,5.7,10.4
Developing,56.4,364.0,48,0.01,63.07890158,89.0,760,27.8,73,88.0,4.29,89.0,4.0,5.8,10.4
Developing,55.9,369.0,50,0.01,68.55839112,85.0,609,27.2,76,85.0,4.34,85.0,4.6,5.9,10.4
Developing,55.6,371.0,51,6.19,83.18071241,82.0,504,26.6,79,8.0,3.96,82.0,4.9,6.0,10.0
Developing,55.3,37.0,53,6.15,100.89874509999999,84.0,240,26.0,82,83.0,5.28,84.0,5.5,6.1,9.7
Developing,54.8,373.0,54,5.89,9.042540892,8.0,251,25.4,85,79.0,5.7,8.0,6.3,6.3,9.2
Developing,54.2,382.0,56,5.9,68.70730440000001,84.0,495,24.9,87,82.0,5.18,84.0,6.7,6.4,8.8
Developing,53.6,395.0,57,5.44,7.5628929220000005,82.0,100,24.4,89,81.0,4.76,82.0,7.0,6.6,8.0
Developing,53.3,394.0,58,5.22,0.962497052,81.0,196,23.8,91,78.0,4.69,81.0,7.2,6.7,8.2
Developing,52.8,4.0,58,5.03,73.03276195,79.0,605,23.3,93,79.0,4.75,8.0,7.4,6.9,8.3
Developing,52.1,412.0,59,4.71,7.177302132,76.81818181818181,358,22.8,94,72.0,4.73,73.0,7.5,7.0,8.2
Developing,51.8,412.0,60,4.64,67.63925302,76.81818181818181,899,22.3,95,72.0,4.97,73.0,7.7,7.2,8.1
Developing,51.6,47.0,60,4.58,53.70597428,76.81818181818181,1448,21.8,97,66.0,4.86,66.0,7.8,7.4,8.4
Developing,51.5,41.0,61,4.43,41.73629221,76.8181818181818,23934,21.3,99,61.0,4.7,63.0,7.9,7.5,7.1
Developing,51.4,394.0,62,3.91,4.7205935310000005,76.8181818181818,14629,2.9,100,57.0,4.48,62.0,7.7,7.7,6.9
Developing,52.5,397.0,15,1.2313333333333334,0.0,47.0,150,22.7,21,47.0,4.039333333333334,47.0,4.4,8.2,7.1
Developing,58.0,437.0,15,0.01,53.43964323,47.0,210,22.1,22,47.0,4.2,47.0,4.5,8.4,7.1
Developing,49.9,451.0,16,0.01,52.37766601,23.0,596,21.6,23,23.0,3.82,23.0,5.1,8.5,7.1
Developing,53.0,439.0,16,0.01,7.3448082139999995,47.0,141,21.2,23,47.0,3.62,47.0,5.1,8.7,7.1
Developing,49.8,443.0,16,1.66,58.52947463,47.0,679,2.7,24,47.0,3.73,47.0,5.8,8.8,6.8
Developing,49.2,446.0,17,1.67,43.48359197,45.0,2,2.2,24,46.0,3.9,45.0,6.6,9.0,6.6
Developing,48.6,453.0,17,1.56,40.45156933,42.0,11,19.8,25,45.0,3.58,42.0,7.3,9.1,6.4
Developing,47.6,477.0,17,1.52,67.34137528,42.57142857142857,12,19.4,25,46.0,4.3,45.0,8.3,9.3,6.3
Developing,46.8,495.0,17,1.5,60.04884821,42.57142857142857,49,19.0,26,46.0,4.4,48.0,9.0,9.4,6.2
Developing,46.3,56.0,17,1.54,46.90117916,42.57142857142857,3,18.6,26,47.0,3.99,51.0,10.0,9.6,6.0
Developing,45.9,511.0,17,1.5,40.92207976,42.57142857142857,471,18.2,26,47.0,4.29,54.0,11.2,9.7,5.9
Developing,45.7,512.0,17,1.5,41.50111735,42.57142857142856,1233,17.9,26,45.0,4.1,51.0,12.0,9.9,5.7
Developing,45.7,51.0,17,1.49,46.11619441,42.57142857142856,652,17.5,26,44.0,4.31,47.0,12.8,1.0,5.6
Developing,45.6,58.0,17,1.47,31.5941587,42.57142857142856,938,17.2,25,42.0,4.16,44.0,13.4,1.2,5.4
Developing,45.6,54.0,17,1.52,33.65315697,42.57142857142856,2837,16.8,25,4.0,3.95,4.0,13.9,1.4,5.3
Developing,46.0,49.0,16,1.51,30.78382657,42.57142857142856,3207,16.5,25,38.0,4.24,37.0,14.3,1.5,5.2
Developing,85.0,82.0,2,6.978,0.0,97.0,9,63.8,2,96.0,6.911333333333334,96.0,0.1,0.8,16.3
Developing,83.0,83.0,2,7.16,2352.9995910000002,95.0,0,63.1,2,95.0,7.79,95.0,0.1,0.8,16.2
Developing,81.0,84.0,2,7.2,2442.222054,9.0,0,62.5,2,9.0,7.53,91.0,0.1,0.8,15.6
Developing,79.9,84.0,2,6.76,2260.777642,9.0,0,61.8,2,9.0,7.24,9.0,0.1,0.8,15.5
Developing,79.8,86.0,2,7.26,211.614293,94.0,6,61.2,2,93.0,7.0,94.0,0.1,0.8,15.4
Developing,79.1,89.0,2,7.93,177.4925143,92.0,0,6.6,2,92.0,6.97,92.0,0.1,0.8,15.2
Developing,79.3,91.0,2,7.67,181.525923,94.0,1,59.9,2,94.0,7.39,94.0,0.1,0.8,15.3
Developing,79.6,88.0,2,7.31,241.55333810000002,95.0,0,59.3,2,95.0,6.87,95.0,0.1,0.9,15.2
Developing,78.9,9.0,2,7.39,209.4875875,92.0,0,58.7,2,95.0,6.35,96.0,0.1,0.9,14.8
Developing,78.9,91.0,2,7.33,1275.689625,95.0,0,58.1,2,94.0,6.18,94.0,0.1,0.9,14.9
Developing,78.4,93.0,2,7.57,954.9644887000001,77.2,0,57.4,2,92.0,6.69,91.0,0.1,0.9,14.6
Developing,78.0,97.0,2,6.32,78.78564878,77.2,0,56.8,2,94.0,6.93,93.0,0.1,0.9,14.3
Developing,77.9,1.0,2,6.37,584.0993429,77.2,1,56.1,2,96.0,7.34,96.0,0.1,1.0,14.0
Developing,77.8,11.0,2,6.06,675.7808443,77.20000000000002,0,55.4,3,97.0,6.48,97.0,0.1,1.0,13.9
Developing,77.3,16.0,2,6.1,687.5116825,77.20000000000002,0,54.7,3,96.0,6.51,97.0,0.1,1.0,13.7
Developing,77.3,13.0,2,6.24,74.14842946,77.20000000000002,0,54.0,3,91.0,6.4,91.0,0.1,1.1,13.5
Developing,76.1,85.0,157,4.182000000000001,0.0,99.0,42361,32.9,183,99.0,4.918,99.0,0.1,3.6,13.5
Developing,75.8,86.0,171,5.78,109.87439029999999,99.0,52628,31.9,198,99.0,5.55,99.0,0.1,3.7,13.1
Developing,75.6,88.0,185,5.79,9.955532032,99.0,26883,3.9,216,99.0,5.39,99.0,0.1,3.8,12.7
Developing,75.4,89.0,201,5.74,94.4344566,99.0,6183,3.0,233,99.0,5.26,99.0,0.1,3.9,12.4
Developing,75.2,91.0,215,5.63,91.26749779,99.0,9943,29.0,251,99.0,5.3,99.0,0.1,4.1,12.8
Developing,75.0,92.0,231,5.75,5.660754839,99.0,38159,28.1,268,99.0,4.89,99.0,0.1,4.2,12.5
Developing,74.9,93.0,248,4.88,50.28348923,99.0,52461,27.3,288,99.0,5.8,99.0,0.1,4.4,12.2
Developing,74.5,97.0,266,4.27,39.22509728,95.0,131441,26.5,308,99.0,4.59,97.0,0.1,4.5,11.9
Developing,74.4,96.0,285,3.88,312.6624819,92.0,109023,25.7,332,94.0,4.32,93.0,0.1,4.7,11.4
Developing,74.2,98.0,307,3.28,29.74342979,91.0,99602,24.9,360,94.0,4.52,93.0,0.1,4.8,11.0
Developing,73.9,99.0,332,2.92,171.65960259999997,84.0,124219,24.1,392,87.0,4.66,87.0,0.1,5.0,10.6
Developing,73.5,11.0,360,3.04,1.58668462,79.0,70549,23.4,427,87.0,4.72,87.0,0.1,5.1,10.2
Developing,73.1,13.0,391,2.96,122.93653490000001,75.0,71879,22.6,467,87.0,4.82,86.0,0.1,5.3,9.9
Developing,72.7,16.0,422,2.91,106.3590358,7.0,58341,21.9,511,86.0,4.79,86.0,0.1,5.5,9.7
Developing,72.2,11.0,457,2.84,14.23064496,65.0,88962,21.2,558,86.0,4.56,86.0,0.1,5.7,9.6
Developing,71.7,115.0,490,3.06,17.46057369,6.0,71093,2.5,608,86.0,4.6,85.0,0.1,5.9,9.5
Developing,74.8,143.0,10,4.419333333333333,0.0,91.0,1,57.9,12,91.0,6.34,91.0,0.1,2.1,13.6
Developing,74.6,144.0,11,4.38,1435.487755,9.0,0,57.2,12,9.0,7.2,9.0,0.1,2.1,13.6
Developing,74.4,145.0,11,4.41,15.16255482,91.0,1,56.4,13,91.0,6.84,91.0,0.1,2.1,13.3
Developing,74.3,143.0,11,4.44,1487.896562,92.0,1,55.7,13,91.0,6.93,91.0,0.1,2.1,13.2
Developing,74.2,144.0,12,4.37,184.3073618,85.0,6,55.0,14,85.0,6.64,85.0,0.1,2.2,13.0
Developing,73.6,15.0,12,4.28,113.2436346,88.0,0,54.2,15,88.0,6.76,88.0,0.1,2.2,12.8
Developing,73.6,15.0,13,4.34,941.6464045,92.0,0,53.5,15,92.0,7.1,92.0,0.1,2.2,12.4
Developing,73.5,146.0,14,4.45,978.0704099999999,92.0,0,52.8,16,92.0,6.62,92.0,0.1,2.3,12.2
Developing,73.5,144.0,14,4.66,780.5946749,93.0,0,52.0,17,93.0,6.25,93.0,0.1,2.3,11.9
Developing,73.1,147.0,15,4.53,62.43710774,93.0,0,51.3,17,94.0,6.11,93.0,0.1,2.3,11.5
Developing,73.1,144.0,15,4.38,531.9808176,93.0,0,5.5,18,93.0,5.82,93.0,0.1,2.4,11.1
Developing,72.8,148.0,16,4.26,42.17956418,89.0,0,49.8,19,89.0,5.37,89.0,0.1,2.4,11.3
Developing,72.4,15.0,16,4.25,417.8038898,92.0,0,49.0,19,92.0,5.92,92.0,0.1,2.5,11.6
Developing,71.8,163.0,17,4.45,393.8773633,78.0,139,48.2,20,83.0,5.67,81.0,0.1,2.5,11.5
Developing,71.5,165.0,17,4.43,404.4205858,8.0,3,47.5,21,83.0,5.96,8.0,0.1,2.5,11.4
Developing,71.4,167.0,18,4.66,477.13418139999993,78.0,1,46.7,21,82.0,5.91,79.0,0.1,2.6,11.3
Developing,79.6,95.0,1,3.924666666666667,0.0,92.0,0,6.5,1,92.0,8.620000000000001,92.0,0.1,1.7,14.2
Developing,79.5,96.0,1,3.45,384.51291380000004,91.0,1,59.5,1,91.0,9.31,91.0,0.1,1.7,13.9
Developing,79.4,96.0,1,3.42,386.13791230000004,94.0,0,58.5,1,95.0,9.47,95.0,0.1,1.7,13.7
Developing,79.2,97.0,1,3.34,2568.237059,91.0,0,57.5,1,9.0,9.56,91.0,0.1,1.8,13.6
Developing,79.0,98.0,1,3.41,2429.854745,84.0,0,56.5,1,82.0,9.73,85.0,0.1,1.8,13.4
Developing,78.1,16.0,1,3.58,2377.010299,89.0,0,55.5,1,93.0,9.66,88.0,0.1,1.8,13.3
Developing,79.2,96.0,1,4.07,24.88720369,87.0,0,54.4,1,8.0,9.69,86.0,0.1,1.9,13.1
Developing,78.9,99.0,1,4.22,1859.0956210000002,89.0,0,53.4,1,89.0,9.1,9.0,0.1,1.9,12.9
Developing,78.9,93.0,1,4.2,150.8891479,89.0,0,52.4,1,89.0,8.37,89.0,0.1,1.9,12.8
Developing,78.0,16.0,1,4.15,1185.412346,88.0,0,51.4,1,89.0,7.82,89.0,0.1,2.0,12.6
Developing,78.6,97.0,1,4.1,1002.8332730000001,9.0,1,5.3,1,91.0,7.74,91.0,0.1,2.0,12.4
Developing,77.7,12.0,1,4.09,1043.10795,89.0,0,49.3,1,9.0,7.8,9.0,0.1,2.1,12.2
Developing,78.0,1.0,1,4.04,1070.2689990000001,86.0,1,48.3,1,88.0,8.45,88.0,0.1,2.2,12.1
Developing,78.3,99.0,1,4.17,112.9493745,94.0,0,47.3,1,94.0,8.23,94.0,0.1,2.2,11.9
Developing,77.5,1.0,1,4.29,868.3713593,8.0,0,46.4,1,92.0,7.25,91.0,0.1,2.3,11.7
Developing,77.6,98.0,1,4.34,94.17819458,89.0,0,45.4,1,8.0,7.12,88.0,0.1,2.4,11.6
Developing,79.1,92.0,1,4.190666666666667,0.0,99.0,0,61.4,1,99.0,6.428666666666667,99.0,0.1,3.5,13.9
Developing,79.0,93.0,1,4.37,13.6691019,97.0,0,6.7,1,99.0,11.6,99.0,0.1,3.4,14.0
Developing,78.7,96.0,1,4.18,95.67571176,96.0,0,59.9,1,99.0,9.48,99.0,0.1,3.4,14.7
Developing,78.7,96.0,1,4.16,742.1961992,96.0,0,59.2,1,98.0,8.59,99.0,0.1,3.4,15.7
Developing,78.8,92.0,1,4.14,102.06457840000002,96.0,0,58.4,1,99.0,1.6,97.0,0.1,3.4,16.5
Developing,78.0,98.0,1,4.13,787.2808163,96.0,0,57.7,1,99.0,1.19,96.0,0.1,3.4,17.6
Developing,78.1,11.0,1,4.01,818.8771016,96.0,0,56.9,1,99.0,11.78,96.0,0.1,3.4,17.7
Developing,77.9,12.0,1,4.26,708.6157966,95.0,0,56.2,1,99.0,1.79,95.0,0.1,3.4,17.1
Developing,78.1,14.0,1,4.13,750.7147641,93.0,0,55.4,1,99.0,1.42,93.0,0.1,3.4,16.0
Developing,78.0,14.0,1,4.17,523.4724284,89.0,0,54.6,1,99.0,7.67,89.0,0.1,3.4,14.7
Developing,77.2,19.0,1,4.48,518.9359221,95.0,0,53.8,1,99.0,9.39,89.0,0.1,3.4,14.2
Developing,77.3,17.0,1,4.38,4.484254579,99.0,0,53.0,1,98.0,6.14,88.0,0.1,3.4,13.2
Developing,77.4,18.0,1,4.39,60.34145124,99.0,0,52.1,1,98.0,6.31,72.0,0.1,3.5,12.9
Developing,77.7,19.0,1,4.1,334.76721069999996,98.0,0,51.3,1,98.0,6.5,99.0,0.1,3.5,12.5
Developing,76.7,115.0,1,4.04,322.5863149,98.0,0,5.4,1,99.0,6.27,98.0,0.1,3.6,12.3
Developing,76.9,115.0,1,3.92,49.34007756,98.0,0,49.4,1,98.0,6.7,95.0,0.1,3.6,12.1
Developing,76.0,139.0,6,3.0000000000000004,0.0,96.0,0,32.9,7,99.0,5.534221305031435,96.0,0.1,4.9,11.995977722772281
Developing,73.0,142.0,6,0.01,0.0,93.0,3,32.4,8,99.0,5.534221305031435,93.0,0.1,4.9,11.995977722772281
Developing,71.0,146.0,6,3.35,0.0,93.0,0,31.8,8,99.0,5.534221305031435,93.0,0.1,5.0,11.995977722772281
Developing,69.8,149.0,7,3.61,0.0,96.0,0,31.3,9,99.0,5.534221305031435,96.0,0.1,5.1,11.995977722772281
Developing,69.4,153.0,8,3.39,0.0,94.0,0,3.8,10,99.0,5.534221305031435,94.0,0.1,5.1,11.995977722772281
Developing,69.0,157.0,8,3.12,0.0,93.0,0,3.3,10,99.0,5.534221305031435,93.0,0.1,5.2,11.995977722772281
Developing,68.7,161.0,9,3.35,0.0,93.0,0,29.7,11,98.0,5.534221305031435,93.0,0.1,5.3,11.995977722772281
Developing,68.6,164.0,9,3.16,0.0,92.0,8,29.2,12,98.0,5.534221305031435,92.0,0.1,5.4,11.995977722772281
Developing,68.5,166.0,9,3.13,0.0,92.0,3550,28.7,12,99.0,5.534221305031435,92.0,0.1,5.5,11.995977722772281
Developing,68.5,165.0,10,3.28,0.0,96.0,0,28.2,12,98.0,5.534221305031435,89.0,0.1,5.6,11.995977722772281
Developing,68.5,165.0,10,3.21,0.0,92.0,0,27.7,13,97.0,5.534221305031435,79.0,0.1,5.7,11.995977722772281
Developing,68.4,165.0,11,3.13,0.0,98.0,0,27.2,14,99.0,5.534221305031435,72.0,0.1,5.7,11.995977722772281
Developing,68.1,165.0,12,3.13,0.0,27.0,0,26.7,15,99.0,5.534221305031435,68.0,0.1,5.8,11.995977722772281
Developing,67.6,167.0,14,3.08,0.0,88.84615384615384,0,26.2,18,99.0,5.534221305031435,64.0,0.1,5.9,11.995977722772281
Developing,66.6,177.0,16,2.53,0.0,88.84615384615384,0,25.7,21,98.0,5.534221305031435,62.0,0.1,5.9,11.995977722772281
Developing,65.4,192.0,18,3.52,0.0,88.84615384615384,0,25.2,25,93.0,5.534221305031435,56.0,0.1,6.0,11.995977722772281
Developing,59.8,258.0,236,1.424,0.0,81.0,5020,21.6,308,78.0,3.5586666666666673,81.0,1.1,9.5,11.995977722772281
Developing,59.3,266.0,237,0.01,0.0,8.0,33711,21.1,312,79.0,4.33,8.0,1.1,9.7,11.995977722772281
Developing,58.8,272.0,238,0.01,0.0,74.0,88381,2.6,314,74.0,3.89,74.0,1.2,9.9,11.995977722772281
Developing,58.3,277.0,239,0.01,0.0,75.0,72029,2.1,317,76.0,3.77,75.0,1.5,1.0,11.995977722772281
Developing,57.9,278.0,239,1.82,0.0,74.0,133802,19.6,319,77.0,3.53,74.0,1.6,1.2,11.995977722772281
Developing,57.4,283.0,239,1.81,0.0,6.0,5407,19.1,321,76.0,4.4,6.0,1.6,1.4,11.995977722772281
Developing,56.7,292.0,238,2.13,0.0,72.0,57,18.6,323,78.0,5.61,72.0,1.7,1.6,11.995977722772281
Developing,56.3,295.0,237,2.09,0.0,65.0,12461,18.2,324,64.0,4.46,65.0,1.8,1.8,11.995977722772281
Developing,55.7,299.0,236,1.52,0.0,7.0,55577,17.8,326,72.0,3.61,7.0,1.9,11.1,11.995977722772281
Developing,55.0,36.0,235,1.53,0.0,51.333333333333336,80123,17.3,327,62.0,3.39,62.0,2.0,11.3,11.995977722772281
Developing,54.3,314.0,233,1.43,0.0,51.333333333333336,182485,16.9,329,6.0,3.14,6.0,2.0,11.5,11.995977722772281
Developing,53.5,323.0,232,1.44,0.0,51.33333333333334,44934,16.5,330,52.0,3.34,54.0,2.1,11.7,11.995977722772281
Developing,52.8,332.0,231,1.83,0.0,51.33333333333334,21956,16.1,331,47.0,3.2,41.0,2.2,11.9,11.995977722772281
Developing,52.1,341.0,229,1.85,0.0,51.33333333333334,30466,15.7,331,4.0,2.59,38.0,2.4,12.1,11.995977722772281
Developing,51.8,34.0,227,1.9,0.0,51.33333333333335,8072,15.3,332,3.0,2.67,3.0,2.4,12.2,11.995977722772281
Developing,51.3,346.0,226,1.98,0.0,51.33333333333335,8282,14.9,332,42.0,1.45,4.0,2.5,12.4,11.995977722772281
Developing,73.9,152.0,6,6.030666666666666,0.0,81.0,0,58.9,7,87.0,4.681333333333334,85.0,0.3,3.3,13.2
Developing,73.6,154.0,6,5.92,1088.244952,89.0,0,57.9,7,9.0,4.38,91.0,0.3,3.3,13.2
